ID,Fwy,Dir,Name,City,County,Type,Lanes,Length,MS ID,Abs PM,CA PM,Latitude,Longitude,Exact
715518,210,E,VERNON,Irwindale,Los Angeles,Off Ramp,2,,4291,39.159,R38.87,34.127006,-117.917217,False
715972,210,E,CITRUS NB,Azusa,Los Angeles,On Ramp,1,,4269,40.989,R40.7,34.1206162,-117.8880677,True
716026,210,E,SUNFLOWER AV,Glendora,Los Angeles,HOV,1,0.8,4271,43.589,R43.3,34.117595,-117.844142,False
716142,210,E,SUNFLOWER AV,Glendora,Los Angeles,Mainline,4,0.8,4271,43.589,R43.3,34.117595,-117.844142,False
716143,210,E,LONE HILL AV,Glendora,Los Angeles,Mainline,4,0.65,4451,44.489,R44.2,34.120911,-117.829234,False
716576,210,E,ARROYO,Pasadena,Los Angeles,On Ramp,1,,4243,22.6,R22.62,34.1797471,-118.1674365,True
716577,210,E,LINCOLN 1,Pasadena,Los Angeles,On Ramp,1,,4244,23.14,R23.16,34.1742877,-118.1601418,True
716580,210,E,MOUNTAIN 2,Pasadena,Los Angeles,On Ramp,1,,4245,24.16,R24.18,34.1598217,-118.1589841,True
716585,210,E,MARENGO,Pasadena,Los Angeles,On Ramp,1,,4522,25.72,R25.74,34.1514758,-118.142791,True
716587,210,E,LAKE NB,Pasadena,Los Angeles,On Ramp,1,,4248,26.47,R26.49,34.1515086,-118.1292449,True
716589,210,E,HILL NB,Pasadena,Los Angeles,On Ramp,1,,4249,27.14,R27.16,34.1520405,-118.1178919,True
716590,210,E,ALLEN,Pasadena,Los Angeles,On Ramp,1,,4250,27.63,R27.65,34.152185,-118.1087519,True
716593,210,E,SAN GABRIEL,Pasadena,Los Angeles,On Ramp,1,,4251,28.68,R28.7,34.1515046,-118.0917421,True
716595,210,E,SIERRA MADRE V2,Pasadena,Los Angeles,On Ramp,1,,4252,29.44,R29.46,34.1474313,-118.0798304,True
716598,210,E,ROSEMEAD NB,,Los Angeles,On Ramp,1,,4253,30.029,R29.74,34.1484048,-118.0691635,True
716600,210,E,MICHILLINDA,Arcadia,Los Angeles,On Ramp,1,,4254,30.299,R30.01,34.1484179,-118.0650532,True
716603,210,E,BALDWIN,Arcadia,Los Angeles,On Ramp,1,,4255,31.239,R30.95,34.1485204,-118.0484759,True
716605,210,E,SANTA ANITA 2,Arcadia,Los Angeles,On Ramp,1,,4256,32.349,R32.06,34.1468661,-118.0298796,True
716606,210,E,MOUNTAIN,Duarte,Los Angeles,On Ramp,1,,4260,35.409,R35.12,34.1350529,-117.978332,True
716616,210,E,SUNFLOWER AV,Glendora,Los Angeles,On Ramp,1,,4271,43.589,R43.3,34.117595,-117.844142,False
717616,210,E,ARROYO,Pasadena,Los Angeles,Off Ramp,2,,4243,22.6,R22.62,34.180882,-118.1694294,True
717617,210,E,ARROYO,Pasadena,Los Angeles,Mainline,4,0.78,4243,22.6,R22.62,34.1798991,-118.1673198,True
717619,210,E,LINCOLN 1,Pasadena,Los Angeles,Off Ramp,2,,4244,23.14,R23.16,34.1745706,-118.1615862,True
717620,210,E,LINCOLN 1,Pasadena,Los Angeles,Mainline,4,0.595,4244,23.14,R23.16,34.1747814,-118.1603551,True
717625,210,E,MOUNTAIN 2,Pasadena,Los Angeles,Mainline,4,0.326,4245,24.16,R24.18,34.1598228,-118.1588392,True
717628,210,E,WALNUT,Pasadena,Los Angeles,Mainline,1,0.315,4312,24.81,R24.83,34.1514684,-118.1562445,True
717631,210,E,FAIR OAKS 1,Pasadena,Los Angeles,Mainline,4,0.455,4311,25.12,R25.14,34.1509916,-118.1526162,True
717633,210,E,MARENGO,Pasadena,Los Angeles,Mainline,6,0.675,4522,25.72,R25.74,34.1516411,-118.142724,True
717635,210,E,LAKE 2,Pasadena,Los Angeles,Mainline,5,0.71,4248,26.47,R26.49,34.1515918,-118.1300523,True
717638,210,E,HILL 1,Pasadena,Los Angeles,Mainline,5,0.58,4249,27.14,R27.16,34.1521636,-118.1185558,True
717640,210,E,ALLEN,Pasadena,Los Angeles,Mainline,5,0.77,4250,27.63,R27.65,34.1522661,-118.1097309,True
717641,210,E,MICHILLINDA,Arcadia,Los Angeles,HOV,1,0.33,4254,30.299,R30.01,34.1486188,-118.0667591,True
717646,210,E,SAN GABRIEL,Pasadena,Los Angeles,Mainline,5,0.905,4251,28.68,R28.7,34.1517809,-118.0918467,True
717650,210,E,SIERRA MADRE V2,Pasadena,Los Angeles,Mainline,5,0.675,4252,29.44,R29.46,34.14759,-118.0797419,True
717651,210,E,SIERRA MADRE V2,Pasadena,Los Angeles,Off Ramp,1,,4252,29.44,R29.46,34.1472826,-118.0805989,True
717654,210,E,ROSEMEAD 1,,Los Angeles,Mainline,4,0.429,4253,30.029,R29.74,34.1485124,-118.0692721,True
717658,210,E,MICHILLINDA,Arcadia,Los Angeles,Off Ramp,2,,4254,30.299,R30.01,34.1474756,-118.0700435,True
717659,210,E,MICHILLINDA,Arcadia,Los Angeles,Mainline,4,0.33,4254,30.299,R30.01,34.1485167,-118.0667578,True
717666,210,E,BALDWIN,Arcadia,Los Angeles,Off Ramp,3,,4255,31.239,R30.95,34.1484738,-118.0528519,True
717667,210,E,BALDWIN,Arcadia,Los Angeles,Mainline,4,0.83,4255,31.239,R30.95,34.148658,-118.0485068,True
717671,210,E,SANTA ANITA 2,Arcadia,Los Angeles,Off Ramp,3,,4256,32.349,R32.06,34.1476719,-118.0325927,True
717672,210,E,SANTA ANITA 2,Arcadia,Los Angeles,Mainline,4,0.775,4256,32.349,R32.06,34.1468938,-118.0295081,True
717679,210,E,AZUSA SB,Azusa,Los Angeles,On Ramp,1,,4266,39.929,R39.64,34.1202804,-117.9081729,True
717680,210,E,AZUSA SB,Azusa,Los Angeles,Off Ramp,2,,4266,39.929,R39.64,34.1197475,-117.908932,True
717683,210,E,AZUSA NB,Azusa,Los Angeles,On Ramp,1,,4267,39.999,R39.71,34.1203171,-117.9057439,True
717684,210,E,AZUSA 2,Azusa,Los Angeles,Mainline,4,0.13,4267,39.999,R39.71,34.1204781,-117.9067162,True
717690,210,E,GRAND AV,Glendora,Los Angeles,On Ramp,1,,4270,41.979,R41.69,34.120461,-117.871209,False
717691,210,E,GRAND AV NB,Glendora,Los Angeles,Off Ramp,1,,4270,41.979,R41.69,34.120461,-117.871209,False
717692,210,E,GRAND AV,Glendora,Los Angeles,Mainline,4,0.6,4270,41.979,R41.69,34.120461,-117.871209,False
718205,210,E,HUNTINGTON WB,Monrovia,Los Angeles,On Ramp,1,,4257,33.149,R32.86,34.1409727,-118.0177995,True
718207,210,E,HUNTINGTON EB,Monrovia,Los Angeles,On Ramp,1,,4258,33.379,R33.09,34.1387155,-118.0154549,True
718209,210,E,MYRTLE AV,Monrovia,Los Angeles,On Ramp,1,,4259,34.439,R34.15,34.1352328,-117.9966018,True
718212,210,E,BUENA VISTA,Duarte,Los Angeles,On Ramp,1,,4261,35.649,R35.36,34.135012,-117.9760819,True
718213,210,E,MOUNT OLIVE DR / 605,Duarte,Los Angeles,On Ramp,1,,4262,36.619,R36.33,34.1343292,-117.9589058,True
718214,210,E,IRWINDALE,Irwindale,Los Angeles,On Ramp,1,,4264,38.298,R38.009,34.1302379,-117.9308782,True
718215,210,E,VERNON,Irwindale,Los Angeles,On Ramp,1,,4265,39.339,R39.05,34.1240866,-117.9141977,True
718216,210,E,CITRUS SB,Azusa,Los Angeles,On Ramp,1,,4268,40.849,R40.56,34.1206491,-117.8908706,True
718354,210,E,LONE HILL AV,Glendora,Los Angeles,On Ramp,1,,4451,44.489,R44.2,34.120911,-117.829234,False
718448,210,E,LONE HILL AV,Glendora,Los Angeles,HOV,1,0.65,4451,44.489,R44.2,34.120911,-117.829234,False
718469,210,E,CITRUS 2,Azusa,Los Angeles,Mainline,4,0.268,4269,40.989,R40.7,34.1207783,-117.8878505,True
737480,210,E,ALTADENA,Pasadena,Los Angeles,Off Ramp,2,,2569,27.98,R28,34.1521414,-118.1031642,True
737490,210,E,ROSEMEAD 1,,Los Angeles,HOV,1,0.429,4253,30.029,R29.74,34.1486068,-118.0692694,True
761091,210,E,MOUNTAIN 2,Pasadena,Los Angeles,Off Ramp,2,,4245,24.16,R24.18,34.1624418,-118.1589572,True
761093,210,E,MARENGO,Pasadena,Los Angeles,HOV,1,0.675,4522,25.72,R25.74,34.1517688,-118.142732,True
761098,210,E,LAKE 2,Pasadena,Los Angeles,HOV,1,0.71,4248,26.47,R26.49,34.1517261,-118.1300509,True
761102,210,E,HILL 1,Pasadena,Los Angeles,HOV,1,0.58,4249,27.14,R27.16,34.1522668,-118.1185732,True
761105,210,E,ALLEN,Pasadena,Los Angeles,HOV,1,0.77,4250,27.63,R27.65,34.1523793,-118.1097282,True
761109,210,E,SAN GABRIEL,Pasadena,Los Angeles,HOV,1,0.905,4251,28.68,R28.7,34.1518619,-118.0918185,True
761112,210,E,SIERRA MADRE V2,Pasadena,Los Angeles,HOV,1,0.675,4252,29.44,R29.46,34.1476921,-118.0797446,True
761115,210,E,BALDWIN,Arcadia,Los Angeles,HOV,1,0.83,4255,31.239,R30.95,34.1487423,-118.0485027,True
761117,210,E,SANTA ANITA 2,Arcadia,Los Angeles,HOV,1,0.775,4256,32.349,R32.06,34.1469771,-118.0294451,True
